Raw_Affiliation,Latitude,Longitude,in_science_park_osm,park_name_osm,univ_research_count,nearest_station_m,nearest_junction_m,method_used_osm,park_name_gt,nearest_park_wikidata_id,distance_to_park_m,in_science_park_gt,agree
"State Key Laboratory of Artificial Microstructure and Mesoscopic Physics, School of Physics, Peking University, Beijing 100871, China",39.9918215,116.3039468,False,,37.0,505.7737718139871,856.9965014536427,B_density_fallback,Zhongguancun,Q197834,1259.0,True,False
"Institute of Semiconductor, Chinese Academy of Sciences, Beijing 100083, China",39.9093367,116.3297146,False,,9.0,245.952247426166,1473.53159133774,B_density_fallback,Zhongguancun,Q197834,8181.0,False,True
"Department of Mechanical Engineering, McMaster University, Hamilton, Canada",43.2639397,-79.9178252,False,,1.0,,1240.5099881052008,B_density_fallback,Bwtech@UMBC Research and Technology Park,Q16971357,520504.8,False,True
"Department of Electrical and Computer Engineering, McMaster University, Hamilton, Canada",43.2639397,-79.9178252,False,,1.0,,1240.5099881052008,B_density_fallback,Bwtech@UMBC Research and Technology Park,Q16971357,520504.8,False,True
"Faculty of Electric Power Engineering, Kunming University of Science and Technology, Kunming, 650500, China",24.8551003,102.8553417,False,,3.0,1785.8640822908308,2730.434971279104,B_density_fallback,Hoa Lac Hi-tech Park,Q6840705,509512.7,False,True
"State Key Laboratory of Advanced Electromagnetic Engineering and Technology, (Huazhong University of Science and Technology), Wuhan, 430074, Hubei Province, China",39.0000001,116.0,False,,0.0,,,B_density_fallback,Zhongguancun,Q197834,112275.4,False,True
"Warwick Manufacturing Group, University of Warwick, Coventry, CV4 7AL, UK",52.3813073,-1.5639569,False,,1.0,2298.009766947898,1526.6522445870685,B_density_fallback,Aston Science Park,Q4811018,24847.0,False,True
"Department of Materials Science and Engineering and Materials Research Laboratory, University of Illinois at Urbana-Champaign, Urbana, IL, 61801, USA. zcheng18@illinois.edu",40.1108191,-88.1619756,False,,0.0,,1078.269674857177,B_density_fallback,Research Park at the University of Illinois Urbana-Champaign,Q16975637,7002.2,False,True
"Department of Materials Science and Engineering and Materials Research Laboratory, University of Illinois at Urbana-Champaign, Urbana, IL, 61801, USA",40.1108191,-88.1619756,False,,0.0,,1078.269674857177,B_density_fallback,Research Park at the University of Illinois Urbana-Champaign,Q16975637,7002.2,False,True
"Department of Physics and Electronics, Osaka Metropolitan University, Sugimoto 3-3-138, Sumiyoshi, Osaka, 558-8585, Japan. liang@omu.ac.jp",34.6656393,135.4324527,False,,0.0,391.4144397922647,634.4587529401055,B_density_fallback,Kyoto Research Park,Q11374832,46005.8,False,True
"Department of Physics and Electronics, Osaka Metropolitan University, Sugimoto 3-3-138, Sumiyoshi, Osaka, 558-8585, Japan",34.6656393,135.4324527,False,,0.0,391.4144397922647,634.4587529401055,B_density_fallback,Kyoto Research Park,Q11374832,46005.8,False,True
"SIC Division, Air Water Inc., 2290-1 Takibe, Toyoshina Azumino, Nagano, 399-8204, Japan",36.2318866,137.9345921,False,,0.0,834.5193198269332,415.1099309716093,B_density_fallback,King Skyfront,Q28683746,181764.2,False,True
"Department of Mechanical Engineering, University of Utah, Salt Lake City, UT, 84112, USA",40.7628137,-111.8368719,False,,1.0,180.02464120686184,,B_density_fallback,University of Utah Research Park,Q7896520,1001.1,True,False
"Specialty Materials Dept., Electronics Unit, Air Water Inc. 4007-3 Yamato, Azusagawa, Nagano, 390-1701, Japan",36.2318866,137.9345921,False,,0.0,834.5193198269332,415.1099309716093,B_density_fallback,King Skyfront,Q28683746,181764.2,False,True
"George W. Woodruff School of Mechanical Engineering, Georgia Institute of Technology, Atlanta, GA, 30332, USA",33.7760948,-84.3988077,False,,4.0,1219.6306352402328,749.8462983961108,B_density_fallback,Cummings Research Park,Q5194123,232008.5,False,True
"Institute for Materials Research, Tohoku University, 2145-2 Narita, Oarai, Ibaraki, 311-1313, Japan",36.263285,140.5495366,False,,0.0,2025.4935227813487,3741.5254569233102,B_density_fallback,Tsukuba Science City,Q11602890,46937.0,False,True
"Department of Materials Science and Engineering and Materials Research Laboratory, University of Illinois at Urbana-Champaign, Urbana, IL, 61801, USA. d-cahill@illinois.edu",40.1108191,-88.1619756,False,,0.0,,1078.269674857177,B_density_fallback,Research Park at the University of Illinois Urbana-Champaign,Q16975637,7002.2,False,True
"School of Electrical Engineering, Southwest Jiaotong University, Chengdu, China",30.6968576,104.0473356,False,,6.0,0.0,1189.590663598079,B_density_fallback,Changsha High-Tech Industrial Development Zone,Q17030796,899791.6,False,True
"School of Electrical and Electronic Engineering, Nanyang Technological University, SingaporeSingapore",,,,,,,,no_coordinates,,,,,
"School of Engineering, University of Warwick, Coventry, U.K",52.3813073,-1.5639569,False,,1.0,2298.009766947898,1526.6522445870685,B_density_fallback,Aston Science Park,Q4811018,24847.0,False,True
"Electrical Energy Management Group, University Of Bristol, Bristol, U.K",51.5007679,-2.5503106,False,,2.0,979.9815666104824,1121.8616347566729,B_density_fallback,Bristol and Bath Science Park,Q16953794,5026.1,False,True
"Department of Electrical Engineering and Computer Science, Institute for Space and Defense Electronics, Vanderbilt University, Nashville, TN, USA",36.1438011,-86.8028189,False,,2.0,3303.420781884179,1716.2469686046895,B_density_fallback,Cummings Research Park,Q5194123,158531.3,False,True
"NASA Goddard Space Flight Center, Greenbelt, MD, USA",39.004607,-76.8756838,False,,0.0,3153.248003136767,917.0384235438776,B_density_fallback,Bwtech@UMBC Research and Technology Park,Q16971357,30691.3,False,True
"Renewable Energy Lab, Department of Communications and Networks Engineering, College of Engineering, Prince Sultan University, Riyadh, Saudi Arabia",24.7346126,46.6982246,False,,4.0,726.3982468320839,1217.2872586861672,B_density_fallback,Dubai Internet City,Q1262899,854141.6,False,True
"Integrated Circuits Laboratory, Ecole Polytechnique Fédérale de Lausanne, Neuchâtel, Switzerland",46.9895828,6.9292641,False,,7.0,90.44974540907764,739.2876551863133,B_density_fallback,Freiburger Innovationszentrum,Q115942856,132747.2,False,True
"Ossiaco Inc., Montreal, QC, Canada",45.5031824,-73.5698065,False,,33.0,170.1630246317733,551.1760715823375,B_density_fallback,Québec Metro High Tech Park (Canada),Q59535539,225436.0,False,True
"Ecole de Technologie Superieure, Montreal, QC, Canada",45.4945155,-73.5628555,False,,29.0,518.4367326039211,347.0425022935255,B_density_fallback,Québec Metro High Tech Park (Canada),Q59535539,225651.6,False,True
"Department of Electronic Engineering, Xi'an University of Technology, Xi'an, China",34.255083,108.9885686,False,,11.0,391.65935753892376,466.4283160486933,B_density_fallback,Changsha High-Tech Industrial Development Zone,Q17030796,766756.6,False,True
"Department of Electrical Engineering, Xi'an Polytechnic University, Xi'an, China",34.261004,108.9423363,False,,1.0,215.20386854640228,3729.774764390356,B_density_fallback,Changsha High-Tech Industrial Development Zone,Q17030796,769461.3,False,True
"Department of Medicine, University of British Columbia, Vancouver, BC, Canada; and",49.1914207,-123.953505,False,,0.0,,3188.100970663299,B_density_fallback,Lawrence Livermore National Laboratory,Q519826,1291951.4,False,True
"Faculty of Electrical Engineering, Mathematics and Computer Science (EEMCS), Delft University of Technology, Delft, AA, The Netherlands",52.0114017,4.35839,False,,15.0,445.6408310654028,1119.936349357467,B_density_fallback,TU Delft Campus Zuid,Q2502991,3092.6,False,True
"Department of Electrical Engineering, Power Electronics and Renewable Energy Research Laboratory, University of Malaya, Kuala Lumpur, Malaysia",3.1257602,101.6558796,False,,16.0,3137.456043591388,682.0161144002776,B_density_fallback,Kulim Hi-tech Park,Q20455546,277064.1,False,True
"Center of Research Excellence in Renewable Energy and Power Systems, King Abdulaziz University, Jeddah, Saudi Arabia",21.4934146,39.2485449,False,,22.0,,,B_density_fallback,Gav Yam Negev Advanced Technologies Park,Q16129492,1172540.1,False,True
"Department of Electrical and Electronics Engineering, SRM Institute of Science and Technology, Kattankulathur, India",,,,,,,,no_coordinates,,,,,
"Kuwait College of Science and Technology, Kuwait",29.3242182,47.7882125,False,,1.0,,1328.8370621492145,B_density_fallback,Pardis Technology Park,Q7136565,806276.5,False,True
"Ossiaco Inc., Montreal, Canada",45.5031824,-73.5698065,False,,33.0,170.1630246317733,551.1760715823375,B_density_fallback,Québec Metro High Tech Park (Canada),Q59535539,225436.0,False,True
"Texas A&M University at Qatar, Doha, Qatar",25.3108807,51.5081812,False,,0.0,1262.9711309348377,2431.19638968276,B_density_fallback,Dubai Internet City,Q1262899,368180.3,False,True
"Department of Electrical Engineering, Tsinghua University, Beijing, China",40.0022905,116.320963,False,,61.0,1128.611060882566,1250.796507320359,B_density_fallback,TusPark,Q17028810,1035.4,True,False
"Department of Electronic and Electrical Engineering, University of Strathclyde, Glasgow, U.K",55.8618812,-4.2419566,False,,4.0,309.084553261452,801.2786234910337,B_density_fallback,"Dundee, Gemini Crescent, Technology Park, Grianan Centre",Q114167851,99455.9,False,True
"Centre of Electrical Energy Systems, Faculty of Electrical Engineering, Universiti Teknologi Malaysia, Johor Bahru, Malaysia",1.4581986,103.7649059,False,,2.0,531.8245226789878,555.8892940764404,B_density_fallback,Singapore Science Park,Q7523109,18886.9,False,True
"Department of Electrical Engineering, Universitat Politecnica de Catalunya, Barcelona, Spain",41.2214475,1.7301449,False,,4.0,151.83347249021068,1668.4374016225504,B_density_fallback,Mediterranean Technology Park,Q6807075,22314.0,False,True
"Department of Electrical and Computer Engineering, Babol Noshirvani University of Technology, Babol, Iran",36.5616601,52.6815349,False,,7.0,,,B_density_fallback,Pardis Technology Park,Q7136565,120349.1,False,True
"Center for Power Electronics Systems, Virginia Tech, Blacksburg, VA, USA",37.2296566,-80.4136767,False,,1.0,,2348.460469318748,B_density_fallback,Virginia Tech Corporate Research Center,Q7934608,2856.7,False,True
"Department of Medicine, Memorial Sloan Kettering Cancer Center, New York, United States of America",40.7644418,-73.9569549,False,,5.0,500.0439272928928,378.8621169449353,B_density_fallback,University City Science Center,Q7894587,137914.4,False,True
"Weill Cornell School of Medicine, New York, New York, USA",40.7127281,-74.0060152,False,,6.0,90.06433945155172,184.6001027628801,B_density_fallback,University City Science Center,Q7894587,131054.8,False,True
"Department of Pharmacology, Weill Cornell Medicine, New York, United States of America",40.767009,-73.9547002,False,,5.0,371.4234081668335,337.35444081271464,B_density_fallback,University City Science Center,Q7894587,138243.8,False,True
"Thoracic Oncology, Memorial Sloan Kettering Cancer Center, New York, New York, USA",40.7644418,-73.9569549,False,,5.0,500.0439272928928,378.8621169449353,B_density_fallback,University City Science Center,Q7894587,137914.4,False,True
"Department of Thoracic Oncology, Memorial Sloan Kettering Cancer Center, New York, United States of America",40.7644418,-73.9569549,False,,5.0,500.0439272928928,378.8621169449353,B_density_fallback,University City Science Center,Q7894587,137914.4,False,True
"Department of Medicine, Roswell Park Comprehensive Cancer Center, Buffalo, New York, USA",42.8986198,-78.8656807,False,,12.0,352.83534153523794,573.2422754066653,B_density_fallback,Bwtech@UMBC Research and Technology Park,Q16971357,444029.7,False,True
"Department of Medicine, Roswell Park Cancer Institute, Buffalo, United States of America",42.8988185,-78.8649206,False,,12.0,409.00402644574905,566.6288151965506,B_density_fallback,Bwtech@UMBC Research and Technology Park,Q16971357,444023.9,False,True
"Department of Electrical and Electronics Engineering, SR University, Warangal, India",17.9820644,79.5970954,False,,0.0,1327.0665306265564,,B_density_fallback,International Tech Park Bangalore,Q4357999,590265.8,False,True
"Department of Electrical Engineering, National Institute of Technology Warangal, India",17.9833537,79.5335163,False,,2.0,1548.3661748618133,,B_density_fallback,International Tech Park Bangalore,Q4357999,588135.8,False,True
"Department of Electrical Engineering, Visvesvaraya National Institute of Technology, Nagpur, India",21.1260842,79.0497523,False,,2.0,506.8055646723387,,B_density_fallback,Dhirubhai Ambani Knowledge City,Q5269620,668921.8,False,True
"Department of Electrical and Computer Engineering, Texas A&M University at Qatar, Doha, Qatar",25.3108807,51.5081812,False,,0.0,1262.9711309348377,2431.19638968276,B_density_fallback,Dubai Internet City,Q1262899,368180.3,False,True
"Stanford University, Stanford, CA, USA",37.4313138,-122.1693654,False,,4.0,1400.881578522624,2617.120150979653,B_density_fallback,Stanford Research Park,Q3968168,3126.6,False,True
"Electrical and Computer Engineering, North Dakota State University, Fargo, ND, USA",46.897155,-96.8182654,True,NDSU Research and Technology Park,4.0,3094.230383405772,1621.787147179342,A_polygon,South Dakota State University Innovation Campus,Q7566994,286530.5,False,False
"Google Inc., Mountain View, CA, USA",37.3893889,-122.0832101,False,,0.0,828.6732592000523,1291.9100097413186,B_density_fallback,NASA Research Park,Q6952426,2855.1,False,True
"Global Research and Development Center, Danfoss Drives A/S, Gråsten, Denmark",54.9140178,9.5866302,False,,0.0,726.2243844103075,,B_density_fallback,Technologiepark Bremen,Q24064360,206573.1,False,True
"The University of Queensland, Brisbane, Australia",-27.497418,153.0131666,False,,6.0,1556.896522891246,2147.328249579045,B_density_fallback,Australian Technology Park,Q4056106,732212.7,False,True
"School of Electrical, Computer and Telecommunications Engineering, Faculty of Engineering and Information Sciences, University of Wollongong, Wollongong, NSW, Australia",-34.4050554,150.8783465,False,,5.0,1435.0211601435751,605.0769707782057,B_density_fallback,Australian Technology Park,Q4056106,63834.8,False,True
"Key Laboratory of Neuroregeneration of Jiangsu and Ministry of Education, Co-innovation Center of Neuroregeneration, Nantong University, 226001 Nantong, China; Institute of Cancer Prevention and Treatment, Heilongjiang Academy of Medical Science, Harbin Medical University, 150081 Harbin, China",45.6994309,126.6140271,False,,7.0,538.6329036403537,,B_density_fallback,Future Science City,Q10902331,1031544.3,False,True
"Institute of Cancer Prevention and Treatment, Heilongjiang Academy of Medical Science, Harbin Medical University, 150081 Harbin, China",45.6994309,126.6140271,False,,7.0,538.6329036403537,,B_density_fallback,Future Science City,Q10902331,1031544.3,False,True
"Key Laboratory of Neuroregeneration of Jiangsu and Ministry of Education, Co-innovation Center of Neuroregeneration, Nantong University, 226001 Nantong, China",31.9780256,120.9023228,False,,1.0,0.0,736.2412862579332,B_density_fallback,Huawei Lianqiuhu,Q134884779,100870.3,False,True
"Department of Clinical Laboratory, The Second Affiliated Hospital of Nantong University, The First People's Hospital of Nantong, 226001, Nantong, China",31.9827896,120.8904588,False,,1.0,625.1544932702353,1575.6429071258851,B_density_fallback,Huawei Lianqiuhu,Q134884779,101480.7,False,True
"Department of Pharmacy, The Second Affiliated Hospital of Nantong University, The First People's Hospital of Nantong, 226001 Nantong, China",31.9827896,120.8904588,False,,1.0,625.1544932702353,1575.6429071258851,B_density_fallback,Huawei Lianqiuhu,Q134884779,101480.7,False,True
"Key Laboratory of Neuroregeneration of Jiangsu and Ministry of Education, Co-innovation Center of Neuroregeneration, Nantong University, 226001 Nantong, China. Electronic address: yangym@ntu.edu.cn",31.9780256,120.9023228,False,,1.0,0.0,736.2412862579332,B_density_fallback,Huawei Lianqiuhu,Q134884779,100870.3,False,True
"Department of Clinical Laboratory, The Second Affiliated Hospital of Nantong University, The First People's Hospital of Nantong, 226001, Nantong, China. Electronic address: jiejing1103@126.com",31.9827896,120.8904588,False,,1.0,625.1544932702353,1575.6429071258851,B_density_fallback,Huawei Lianqiuhu,Q134884779,101480.7,False,True
"Beihang University, Beijing, CN",39.9809427,116.3409787,False,,26.0,842.6232899487743,479.933573934689,B_density_fallback,TusPark,Q17028810,1971.1,True,False
"George W. Woodruff School of Mechanical Engineering, Georgia Institute of Technology, Atlanta, Georgia 30332, USA",33.7760948,-84.3988077,False,,4.0,1219.6306352402328,749.8462983961108,B_density_fallback,Cummings Research Park,Q5194123,232008.5,False,True
"Department of Mechanical and Aerospace Engineering, University of Virginia, Charlottesville, Virginia 22904, USA",38.0410576,-78.5055084,False,,4.0,1608.654931796228,1708.0866645144793,B_density_fallback,Virginia Tech Corporate Research Center,Q7934608,191974.2,False,True
"Department of Electrical Engineering, University of South Carolina, Columbia, South Carolina 29208, USA",33.9928841,-81.0268676,False,,2.0,1247.5454374870951,2694.245804606727,B_density_fallback,Research Triangle Park,Q1187093,290245.8,False,True
"Materials Science and Engineering, University of California, Los Angeles, Los Angeles, California 90095, USA",34.0708777,-118.4468503,False,,6.0,2720.885773812351,1471.6043498836648,B_density_fallback,NASA Research Park,Q6952426,494116.9,False,True
"Department of Aerospace and Mechanical Engineering, University of Notre Dame, Notre Dame, Indiana 46556, USA",41.7045677,-86.2382203,False,,2.0,,2488.5057956270284,B_density_fallback,Ignition Park,Q16847353,5068.5,False,True
"Department of Electrical Engineering and Computer Science, Nagoya University, Furo-cho, Chikusa-ku 464–8603, Nagoya, Japan",35.1664588,136.9463779,False,,12.0,154.68325302682376,983.9692951031524,B_density_fallback,Kyoto Research Park,Q11374832,111620.1,False,True
"Department of Materials Science and Engineering, University of Virginia, Charlottesville, Virginia 22904, USA",38.0410576,-78.5055084,False,,4.0,1608.654931796228,1708.0866645144793,B_density_fallback,Virginia Tech Corporate Research Center,Q7934608,191974.2,False,True
"Department of Physics, University of Virginia, Charlottesville, Virginia 22904, USA",38.0410576,-78.5055084,False,,4.0,1608.654931796228,1708.0866645144793,B_density_fallback,Virginia Tech Corporate Research Center,Q7934608,191974.2,False,True
"Institute of Materials and Systems for Sustainability, Nagoya University, Furo-cho, Chikusa-ku 464–8601, Nagoya, Japan",35.1664588,136.9463779,False,,12.0,154.68325302682376,983.9692951031524,B_density_fallback,Kyoto Research Park,Q11374832,111620.1,False,True
"School of Materials Science and Engineering, Georgia Institute of Technology, Atlanta, Georgia 30332, USA",33.7760948,-84.3988077,False,,4.0,1219.6306352402328,749.8462983961108,B_density_fallback,Cummings Research Park,Q5194123,232008.5,False,True
"Materials Department 6, Electronic Materials and Energy Technology, Friedrich-Alexander University of Erlangen-Nürnberg, Martensstr. 7, 91058 Erlangen, Germany",49.5725659,11.0264441,False,,4.0,3123.036092806892,2442.1541956747224,B_density_fallback,Augsburg Innovationspark,Q760517,138524.7,False,True
"Integrated Circuits Laboratory, École Polytechnique Fédérale de Lausanne, Neuchâtel, Switzerland",46.9895828,6.9292641,False,,7.0,90.44974540907764,739.2876551863133,B_density_fallback,Freiburger Innovationszentrum,Q115942856,132747.2,False,True
"University of the Basque Country (UPV/EHU), Plaza Ing. Torres Quevedo 1, 48013, Bilbao, Spain",43.2683408,-2.9616576,False,,7.0,692.9765287007199,242.38317834810064,B_density_fallback,Vizcaya Technology Park,Q402956,8623.5,False,True
"IMB-CNM (CSIC), Cerdanyola del Vallès (Bellaterra), 08193, Barcelona, Spain",41.5022533,2.1096329,False,,11.0,606.138267627925,474.17197695853207,B_density_fallback,Barcelona Scientific Park,Q11940149,13446.3,False,True
"Power Electronics and Renewable Energy Research Laboratory, Department of Electrical Engineering, University of Malaya, Kuala Lumpur, Malaysia",3.1257602,101.6558796,False,,16.0,3137.456043591388,682.0161144002776,B_density_fallback,Kulim Hi-tech Park,Q20455546,277064.1,False,True
"School of Software and Electrical Engineering, Swinburne University of Technology, Melbourne, VIC, Australia",-37.8214954,145.0387532,False,,3.0,211.5413154840839,2029.8703418573275,B_density_fallback,Australian Technology Park,Q4056106,705796.2,False,True
"Department of Energy Technology, Aalborg University, Esbjerg, Denmark",55.4910457,8.4460021,False,,1.0,2693.4011325939773,3682.7896256005706,B_density_fallback,Copenhagen Bio Science Park,Q109331484,259223.5,False,True
"Department of Electronics and Electrical Engineering, Indian Institute of Technology Guwahati, Guwahati, India",26.1924788,91.6946357,False,,1.0,1100.1744422111688,,B_density_fallback,"Hi-Tech City, Kaliakoir",Q97497375,278798.0,False,True
"Infineon Technologies, El Segundo, CA, USA",33.9168167,-118.3973792,False,,0.0,984.8720418909604,1651.5152582563144,B_density_fallback,NASA Research Park,Q6952426,510193.2,False,True
"University of Arkansas, Fayetteville, AR, USA",36.0970389,-94.1703322,False,,0.0,,1140.9651564322407,B_density_fallback,Research Park at the University of Illinois Urbana-Champaign,Q16975637,682752.4,False,True
"Department of Electrical Engineering, Faculty of Engineering, Azarbaijan Shahid Madani University, Tabriz, Iran",38.0738612,46.2978789,False,,7.0,86.06384447072931,2157.205647565401,B_density_fallback,Aghdam Industrial Park,Q136401753,220501.5,False,True
"Research Institute of Applied Power System Studies, Azarbaijan Shahid Madani University, Tabriz, Iran",38.0738612,46.2978789,False,,7.0,86.06384447072931,2157.205647565401,B_density_fallback,Aghdam Industrial Park,Q136401753,220501.5,False,True
"McMaster Institute for Automotive Research and Technology (MacAUTO), McMaster University, Hamilton, Canada",43.2639397,-79.9178252,False,,1.0,,1240.5099881052008,B_density_fallback,Bwtech@UMBC Research and Technology Park,Q16971357,520504.8,False,True
"University of Technology Sydney, Sydney, NSW, Australia",-33.8832536,151.2003294,False,,8.0,489.91973990421343,984.1693364420306,B_density_fallback,Australian Technology Park,Q4056106,1334.0,True,False
"Newcastle University (Singapore), Singapore, Singapore",1.2899175,103.8519072,False,,5.0,3226.127129385401,969.6852646921768,B_density_fallback,Singapore Science Park,Q7523109,7879.9,False,True
"Institute of Materials, Ningbo University of Technology, Ningbo 315016, China",29.9139206,121.6077037,False,,4.0,265.40578985791353,,B_density_fallback,Zhizu National Hi-Tech Industrial Development Park,Q24836334,124028.7,False,True
"Department of Electronic and Computer Engineering, The Hong Kong University of Science and Technology, Hong Kong",22.3358031,114.2659088,False,,1.0,2254.740137932308,2211.7504981941,B_density_fallback,Hong Kong Science Park,Q839210,11551.6,False,True
"Łukasiewicz Research Network—Institute of Microelectronics and Photonics, Al. Lotników 32/46, 02-668 Warsaw, Poland",52.1769889,21.0094786,False,,8.0,1075.4164334696309,1589.8000659614654,B_density_fallback,Scientific and technical Park in Białystok,Q30903750,180004.0,False,True
"Center for Advanced Materials and Technology CEZAMAT, Warsaw University of Technology, 19 Poleczki Str., 02-822 Warsaw, Poland",52.1536132,21.0082273,False,,2.0,1621.9595881089815,1590.760768650841,B_density_fallback,Scientific and technical Park in Białystok,Q30903750,181609.8,False,True
"Institute of Microelectronics and Optoelectronics, Warsaw University of Technology, 75 Koszykowa Str., 00-662 Warsaw, Poland",52.2238075,20.9898271,False,,42.0,353.51462937637393,,B_density_fallback,Scientific and technical Park in Białystok,Q30903750,178103.6,False,True
"School of Engineering, Macquarie University, Sydney, NSW, Australia",-33.774197,151.1127138,False,,3.0,2834.419187962963,732.6128502870445,B_density_fallback,Australian Technology Park,Q4056106,15450.5,False,True
"Department of Electrical Engineering, IIT Kanpur, Kanpur, India",26.513188,80.2364843,False,,3.0,1257.2956691178167,,B_density_fallback,"Hi-Tech City, Kaliakoir",Q97497375,1040260.0,False,True
"Department of Electronics and Telecommunications, Norwegian University of Science and Technology, Trondheim, Norway",63.4480239,10.4536394,False,,2.0,1224.0572691441969,1537.8391010631271,B_density_fallback,Oslo Science Park,Q7107027,390104.0,False,True
"George W. Woodruff School of Mechanical Engineering  and  Heat Lab, Georgia Institute of Technology, Atlanta, Georgia 30332, United States",33.7760948,-84.3988077,False,,4.0,1219.6306352402328,749.8462983961108,B_density_fallback,Cummings Research Park,Q5194123,232008.5,False,True
"Texas State University, San Marcos, Texas 78666, United States",29.8910885,-97.9376214,False,,2.0,1654.467735327159,1761.9844016540076,B_density_fallback,Cummings Research Park,Q5194123,1188289.2,False,True
"Qorvo Inc., 500 W. Renner Road, Richardson, Texas 75080, United States",32.9481789,-96.7297206,False,,0.0,,538.1225047136355,B_density_fallback,Cummings Research Park,Q5194123,951439.2,False,True
"Materials Science and Engineering, University of California, Los Angeles, Los Angeles, California 90095, United States",34.0708777,-118.4468503,False,,6.0,2720.885773812351,1471.6043498836648,B_density_fallback,NASA Research Park,Q6952426,494116.9,False,True
"Center for Electron Microscopy and Microanalysis, University of Southern California, Los Angeles, California 90089, United States",34.021869,-118.2858579,False,,5.0,404.04628835865066,665.751702223152,B_density_fallback,NASA Research Park,Q6952426,507917.3,False,True
"Irvine Materials Research Institute, University of California, Irvine, California 92697, United States",33.6438698,-117.84119,False,,4.0,,1395.7802057979322,B_density_fallback,NASA Research Park,Q6952426,566591.6,False,True
"Center for Device Thermography and Reliability, University of Bristol, Bristol BS8 1TL, U.K",,,,,,,,no_coordinates,,,,,
"Department of Electrical and Electronics, National Institute of Technology Karnataka, Surathkal, India",12.9902433,74.8053518,False,,0.0,0.0,,B_density_fallback,International Tech Park Bangalore,Q4357999,317522.5,False,True
"Department of Electrical and Electronics, SRM Institute of Science and Technology, Chennai, India",13.0836939,80.270186,False,,0.0,453.5111709275689,,B_density_fallback,International Tech Park Bangalore,Q4357999,274755.9,False,True
"Department of Electronics and Communication Engineering, Karunya Institute of Technology and Sciences, Coimbatore, India",11.0018115,76.9628425,False,,0.0,1995.027184929928,2294.3054417900007,B_density_fallback,International Tech Park Bangalore,Q4357999,236070.8,False,True
"EnerSys Delaware Inc., Reading, USA",40.335345,-75.9279495,False,,0.0,,978.6167317319906,B_density_fallback,University City Science Center,Q7894587,75441.5,False,True
"Center for Power Electronics Systems, Bradley Department of Electrical and Computer Engineering, Virginia Polytechnic Institute and State University, Blacksburg, VA, USA",37.2219268,-80.4272818,False,,1.0,,1186.3208265745548,B_density_fallback,Virginia Tech Corporate Research Center,Q7934608,2409.3,False,True
"Department of Electrical Engineering, Indian School of Mines, Dhanbad, India",23.7952809,86.4309638,False,,1.0,437.3269166028388,,B_density_fallback,"Hi-Tech City, Kaliakoir",Q97497375,386957.9,False,True
"University of Southampton Malaysia, Gelang Patah, Malaysia",1.4402151,103.6164606,False,,8.0,,947.4255660928152,B_density_fallback,Singapore Science Park,Q7523109,24838.9,False,True
"Intel Corporation, Hillsboro, USA",45.5228939,-122.989827,False,,0.0,,,B_density_fallback,Lawrence Livermore National Laboratory,Q519826,877867.0,False,True
"School of Applied and Engineering Physics (AEP), Cornell University, Ithaca, USA",42.452916,-76.4800635,False,,2.0,,1893.339869159101,B_density_fallback,University City Science Center,Q7894587,297784.4,False,True
"School of Electrical and Computer Engineering (ECE), Cornell University, Ithaca, USA",42.452916,-76.4800635,False,,2.0,,1893.339869159101,B_density_fallback,University City Science Center,Q7894587,297784.4,False,True
"Department of Materials Science and Engineering (MSE), Cornell University, Ithaca, USA",42.452916,-76.4800635,False,,2.0,,1893.339869159101,B_density_fallback,University City Science Center,Q7894587,297784.4,False,True
"Kavli Institute Cornell for Nanoscale Science (KIC), Cornell University, Ithaca, USA",42.452916,-76.4800635,False,,2.0,,1893.339869159101,B_density_fallback,University City Science Center,Q7894587,297784.4,False,True
"Department of Electrical Engineering and Computer Science (EECS), Massachusetts Institute of Technology, Cambridge, USA",42.3582529,-71.0966272,False,,10.0,970.4417671790678,261.258090159213,B_density_fallback,University City Science Center,Q7894587,434507.0,False,True
"Center for Power Electronics Systems, Virginia Polytechnic Institute and State University, Blacksburg, VA, United States of America",37.2219268,-80.4272818,False,,1.0,,1186.3208265745548,B_density_fallback,Virginia Tech Corporate Research Center,Q7934608,2409.3,False,True
"Virginia Tech [Blacksburg] (Virginia Polytechnic Institute and State University Blacksburg, VA 24061-0002 - United States)",,,,,,,,no_coordinates,,,,,
"U.S. Naval Research Laboratory, Washington, DC, United States of America",38.8950982,-77.0363849,False,,8.0,745.7275501932676,907.911462152306,B_density_fallback,Bwtech@UMBC Research and Technology Park,Q16971357,48356.0,False,True
"NRL - Naval Research Laboratory (4555 Overlook Ave., SW Washington, DC 20375 - United States)",38.8878412,-77.029994,False,,4.0,145.21723772010662,471.66749176006726,B_density_fallback,Bwtech@UMBC Research and Technology Park,Q16971357,48704.4,False,True
"Univ Lyon, CNRS, INSA Lyon, Université Claude Bernard Lyon 1, Ecole Centrale de Lyon, Ampère UMR5005, 69621 Villeurbanne, France",45.7697693,4.8894528,False,,12.0,221.6680599031827,1074.9250161448222,B_density_fallback,parc du Cosmos,Q3364340,201269.2,False,True
"EE - Ampère, Département Energie Electrique (France)",,,,,,,,no_coordinates,,,,,
